molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase
CHEMBL209704,CHEMBL209704,c1ccc(COc2ccc3c(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)[nH]nc3c2)cc1,,6.7,1,6.7,6.7,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL209753,CHEMBL209753,c1ccc(CN2CCC(Nc3ccc4[nH]nc(-c5nc6cc(N7CCC(N8CCCCC8)CC7)ccc6[nH]5)c4c3)CC2)cc1,,8.15,1,8.15,8.15,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL210766,CHEMBL210766,O=C1NN(c2ccc(I)cc2)C(=O)/C1=C\c1ccc(I)cc1,,6.1,1,6.1,6.1,Ki,B,single protein format,single_protein,9,D,2006,
CHEMBL210827,CHEMBL210827,COc1cc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2cc1OCc1ccccc1,,8.52,1,8.52,8.52,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL211154,CHEMBL211154,c1coc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,,7.22,1,7.22,7.22,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL211508,CHEMBL211508,COc1ccccc1Oc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL21162,CHEMBL21162,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1,,6.1,1,6.1,6.1,IC50,B,single protein format,single_protein,8,H,1997,
CHEMBL211662,CHEMBL211662,c1ccc(Oc2ccc3n[nH]c(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,,7.52,1,7.52,7.52,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL212673,CHEMBL212673,c1ccc(COc2cc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3cc2OCc2ccccc2)cc1,,6.05,1,6.05,6.05,IC50,B,single protein format,single_protein,9,D,2006,
CHEMBL2148124,CHEMBL2148124,CCN1CCN(Cc2ccc(NC(=O)c3cccc(-c4ccc5nc(NC(=O)C6CC6)sc5n4)c3)cc2C(F)(F)F)CC1,,8.92,3,8.48,8.92,Kd,B,single protein format,single_protein,8;9,D;H,2014,
CHEMBL2151321,CHEMBL2151321,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,,8.92,1,8.92,8.92,IC50,B,single protein format,single_protein,8,H,2012,
CHEMBL215152,CHEMBL215152,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,DEFOSBARASERTIB,6.07,1,6.07,6.07,Kd,B,single protein format,single_protein,8,H,2011,2
CHEMBL2152704,CHEMBL2152704,Cc1ccc(O)cc1-n1c(=O)c2c(c3c(N)ncnc31)CCCC2,,6.06,1,6.06,6.06,IC50,B,single protein format,single_protein,8,H,2012,
