molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase
CHEMBL277535,CHEMBL277535,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,BIFONAZOLE,6.1,1,6.1,6.1,IC50,B,tissue-based format,other,8,H,2015,3
CHEMBL3109542,CHEMBL3109542,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,,6.35,1,6.35,6.35,IC50,B,single protein format,single_protein,8,H,2016,
CHEMBL3125537,CHEMBL3125537,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,10.02,1,10.02,10.02,IC50,B,single protein format,single_protein,9,D,2015,
CHEMBL3236364,CHEMBL3236364,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(N)=O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,8.74,1,8.74,8.74,IC50,B,single protein format,single_protein,9,D,2015,
CHEMBL3407554,CHEMBL3407554,CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)c(F)c1,,9.99,1,9.99,9.99,IC50,B,single protein format,single_protein,9,D,2015,
CHEMBL3407558,CHEMBL3407558,COc1cc(NC(=O)C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O,,10.3,1,10.3,10.3,IC50,B,single protein format,single_protein,9,D,2015,
CHEMBL3407575,CHEMBL3407575,COc1cc(NC(=O)C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)c(F)c3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O,,9.48,1,9.48,9.48,IC50,B,single protein format,single_protein,9,D,2015,
CHEMBL3639714,CHEMBL3639714,CC(C)c1nc(CN(C)C(=O)N2CCN(C)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.685,2,6.52,6.85,IC50,B,assay format,other,9,D,2015,
CHEMBL3645217,CHEMBL3645217,O=C(O)CCC(=O)Nc1ccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)cc1,,6.66,1,6.66,6.66,IC50,B,single protein format,single_protein,9,D,2013,
CHEMBL3672572,CHEMBL3672572,CC(C)c1nc(CN(C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.72,2,6.64,6.8,IC50,B,assay format,other,9,D,2015,
CHEMBL3672573,CHEMBL3672573,CC(C)c1nc(CN(C)C(=O)N2C[C@@H](O)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.695,2,6.62,6.77,IC50,B,assay format,other,9,D,2015,
CHEMBL3672574,CHEMBL3672574,CC(C)c1nc(CN(C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC[C@@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.72,2,6.52,6.92,IC50,B,assay format,other,9,D,2015,
CHEMBL3672575,CHEMBL3672575,CC(C)c1nc(CN(C)C(=O)N2CSC[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.609999999999999,2,6.52,6.7,IC50,B,assay format,other,9,D,2015,
CHEMBL3672576,CHEMBL3672576,CC(C)c1nc(CN(C)C(=O)N2CS(=O)(=O)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.6899999999999995,2,6.58,6.8,IC50,B,assay format,other,9,D,2015,
CHEMBL3672577,CHEMBL3672577,CC(C)c1nc(CN(C)C(=O)NC2(C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)Cc3ccccc3)CCN(C)CC2)cs1,,6.595,2,6.47,6.72,IC50,B,assay format,other,9,D,2015,
CHEMBL3672578,CHEMBL3672578,CC(C)c1nc(CN(C)C(=O)N2C[C@@H](N)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.615,2,6.51,6.72,IC50,B,assay format,other,9,D,2015,
CHEMBL3672579,CHEMBL3672579,CC(C)c1nc(CN(C)C(=O)N2C[C@@H](N3CCOCC3)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.6899999999999995,2,6.46,6.92,IC50,B,assay format,other,9,D,2015,
CHEMBL3672580,CHEMBL3672580,CC(C)c1nc(CN(C)C(=O)N2C[C@H](N3CCOCC3)C[C@H]2C(=O)N[C@@H](CC[C@@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.82,1,6.82,6.82,IC50,B,assay format,other,9,D,2015,
CHEMBL3672581,CHEMBL3672581,CC(=O)N[C@H]1C[C@@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)N(C(=O)N(C)Cc2csc(C(C)C)n2)C1,,6.43,1,6.43,6.43,IC50,B,assay format,other,9,D,2015,
CHEMBL3672582,CHEMBL3672582,CC(C)c1nc(CN(C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.734999999999999,2,6.58,6.89,IC50,B,assay format,other,9,D,2015,
CHEMBL3672583,CHEMBL3672583,CC(C)c1nc(CN(C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.779999999999999,2,6.6,6.96,IC50,B,assay format,other,9,D,2015,
CHEMBL3672584,CHEMBL3672584,CC(C)c1nc(CN(C)C(=O)N2Cc3nc[nH]c3C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.574999999999999,2,6.43,6.72,IC50,B,assay format,other,9,D,2015,
CHEMBL3672585,CHEMBL3672585,CC(C)c1nc(CN(C)C(=O)NC2(C(=O)N[C@H](CC[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)Cc3ccccc3)CCNCC2)cs1,,6.645,2,6.47,6.82,IC50,B,assay format,other,9,D,2015,
CHEMBL3672586,CHEMBL3672586,CN[C@H]1C[C@@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)N(C(=O)N(C)Cc2csc(C(C)C)n2)C1,,6.605,2,6.44,6.77,IC50,B,assay format,other,9,D,2015,
CHEMBL3672587,CHEMBL3672587,CC(C)c1nc(CN(C)C(=O)N2C[C@@H](N(C)C)C[C@H]2C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,6.65,2,6.48,6.82,IC50,B,assay format,other,9,D,2015,
CHEMBL3787564,CHEMBL3787564,CC1(C)CCC(C)(C)c2cc(C(=O)COc3ccc(C(=O)O)cc3)ccc21,,6.0,1,6.0,6.0,IC50,B,assay format,other,9,D,2018,
CHEMBL3907374,CHEMBL3907374,Cc1ccc(C[C@@H]2COCCN2C(=O)c2ccccc2-n2nccn2)cc1-c1nccs1,,6.22,1,6.22,6.22,IC50,B,tissue-based format,other,8,H,2015,
CHEMBL3952468,CHEMBL3952468,ClC1CC=CC=C1C(c1ccccc1)(c1ccccc1)n1ccnc1,,6.52,1,6.52,6.52,IC50,B,tissue-based format,other,8,H,2015,
CHEMBL3961189,CHEMBL3961189,C=CN(C=N)C(c1ccccc1)c1ccc(-c2ccccc2)cc1,,6.1,1,6.1,6.1,IC50,B,single protein format,single_protein,8,H,2015,
CHEMBL3967139,CHEMBL3967139,Cc1ccc(-n2nccn2)c(C(=O)N2CCOC[C@H]2Cc2cccc(-c3ccncc3)c2)c1,,6.52,1,6.52,6.52,IC50,B,tissue-based format,other,8,H,2015,
CHEMBL442,CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,ERGOTAMINE,6.0,1,6.0,6.0,IC50,B,cell-based format,cell_based,8,H,,4
CHEMBL4555459,CHEMBL4555459,O=C(Nc1cccc([C@H]2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,,6.0,1,6.0,6.0,IC50,B,single protein format,single_protein,9,D,2019,
