molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,pref_name,pchembl_median,pchembl_n,pchembl_min,pchembl_max,standard_types,assay_types,bao_labels,evidence_level,assay_confidence_scores,assay_relationship_types,document_years,max_phase,mw,clogp,tpsa,hbd,hba,rotb,n_rings,n_arom_rings,fsp3,qed
CHEMBL3616890,CHEMBL3616890,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,7.71,1,7.71,7.71,IC50,B,single protein format,single_protein,9,D,2014,,458.52600000000024,0.6295200000000003,102.87,1,7,4,5,4,0.375,0.4476239239031494
CHEMBL1765234,CHEMBL1765234,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1)C(=O)N1CCC[C@H]1B(O)O,,7.71,2,7.7,7.72,IC50,B,single protein format,single_protein,8,H,2011,,450.3890000000003,0.028800000000002712,136.2,4,6,7,3,0,0.8636363636363636,0.4042821512382017
CHEMBL3901191,CHEMBL3901191,COc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,,7.71,1,7.71,7.71,IC50,B,cell-based format,cell_based,9,D,2016,,359.3470000000001,4.269200000000002,44.480000000000004,1,3,2,4,3,0.2,0.6952527170588442
CHEMBL463230,CHEMBL463230,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2009,,470.4670000000002,2.7781800000000008,94.46000000000001,2,5,8,3,1,0.5909090909090909,0.5701993323574222
CHEMBL3112966,CHEMBL3112966,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCCCC2=O)CC1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2014,,320.8640000000001,3.4916000000000027,46.33,1,2,3,3,1,0.6111111111111112,0.9262791040035333
CHEMBL4864734,CHEMBL4864734,COC(=O)c1ccc(Cn2c(=O)cc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c2=O)cc1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2021,,473.5330000000002,1.6923799999999993,123.35,1,7,6,4,3,0.3076923076923077,0.5405338872989582
CHEMBL246782,CHEMBL246782,NC1CN(c2cc(-c3ccccc3)ncn2)CC1c1cc(F)c(F)cc1F,,7.7,1,7.7,7.7,Ki,B,single protein format,single_protein,9,D,2007,,370.37800000000004,3.4920000000000027,55.04,1,4,3,4,3,0.2,0.7173717007873053
CHEMBL3093922,CHEMBL3093922,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc([N+](=O)[O-])cc1,,7.7,1,7.7,7.7,IC50,B,assay format,other,9,D,2013,,288.307,0.9791799999999996,113.26000000000002,1,5,4,2,1,0.42857142857142855,0.6549498901017281
CHEMBL425558,CHEMBL1185657,CCN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2005,,415.4840000000002,2.952300000000001,66.64,1,3,6,3,2,0.391304347826087,0.7889532051832747
CHEMBL3093912,CHEMBL3093912,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1ccccc1C(F)(F)F,,7.7,1,7.7,7.7,IC50,B,assay format,other,9,D,2013,,329.297,2.03778,70.12,1,3,3,2,1,0.4666666666666667,0.8628867758810347
CHEMBL1951421,CHEMBL1951421,Cn1cnc2c(C#N)c(N3CCC[C@H](N)C3)n(Cc3ccccc3)c2c1=O,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2012,,362.437,1.5824799999999994,92.87,1,5,3,4,3,0.35,0.7635622924228851
CHEMBL2159186,CHEMBL2159186,COc1ccc(F)cc1-c1c(CN)c(N)nc2c1c(=O)n(C)c(=O)n2C,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2012,,359.3610000000001,0.4878000000000001,118.16,2,6,3,3,3,0.23529411764705882,0.7024903731786409
CHEMBL1951605,CHEMBL1951605,CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2012,,496.5750000000003,1.6240999999999997,127.75999999999999,1,7,4,5,4,0.37037037037037035,0.4253769881648921
CHEMBL507738,CHEMBL507738,C[C@@H]1C(=O)NCCCN1C(=O)C[C@H](N)CN1CCCCC1=O,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2008,,310.3980000000001,-0.5466999999999964,95.74000000000001,2,4,4,2,0,0.8,0.7283159876109631
CHEMBL3580780,CHEMBL3580780,COc1ccc2c(c1)NC(=O)CN(C(=O)C[C@H](N)[C@H]1CCc3cc(F)c(F)cc31)C2,,7.7,1,7.7,7.7,IC50,B,cell-based format,cell_based,9,D,2015,,415.44000000000017,2.701500000000001,84.66,2,4,4,4,2,0.36363636363636365,0.8043048275922495
CHEMBL2063035,CHEMBL2063035,O=C([C@@H]1C[C@@H](O)CN1)N1C[C@@H](O)C[C@H]1B(O)O,,7.7,1,7.7,7.7,IC50,B,cell-based format,cell_based,9,D,2012,,244.056,-3.3169999999999975,113.26,5,6,2,2,0,0.8888888888888888,0.32482645777479163
CHEMBL3644784,CHEMBL3644784,CCCc1nc2c(c(C(F)(F)F)n1)CCN(C(=O)C[C@H](N)CN1C(=O)CCC(F)(F)C1O)C2,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,9,D,2013,,479.4500000000003,1.6260999999999999,112.64999999999999,2,6,6,3,1,0.7,0.6001372346786403
CHEMBL3580784,CHEMBL3580784,N[C@@H](CC(=O)N1CC(=O)Nc2cc(F)c(F)cc2C1)[C@H]1CCc2cc(F)c(F)cc21,,7.7,1,7.7,7.7,IC50,B,cell-based format,cell_based,9,D,2015,,421.3940000000002,2.9711000000000007,75.43,2,3,3,4,2,0.3333333333333333,0.7487069891851411
CHEMBL3216734,CHEMBL1739283,Cc1ccc(-c2c(CC(=O)O)c(C)nc(CC(C)C)c2CN)cc1,,7.7,1,7.7,7.7,IC50,B,cell-based format,cell_based,9,D,2011,,326.44000000000005,3.649740000000002,76.21,2,3,6,2,2,0.4,0.8493109010497479
CHEMBL3084951,CHEMBL3084951,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc3ccccc3c2)CC1,,7.7,1,7.7,7.7,IC50,B,single protein format,single_protein,8,H,2004,,427.5700000000002,3.485000000000002,84.66000000000001,2,5,5,4,2,0.4782608695652174,0.7631084598569291
